DOI,SR_ID,Date_Created,DOI
10.1002/14651858.CD002141.pub2.,23076895,19/10/2012,10.1002/14651858.CD002141.pub2
10.1002/14651858.CD002001.pub2.,23076894,19/10/2012,10.1002/14651858.CD002001.pub2
10.1002/14651858.CD001488.pub4.,23076893,19/10/2012,10.1002/14651858.CD001488.pub4
10.1002/14651858.CD001405.pub3.,23076892,19/10/2012,10.1002/14651858.CD001405.pub3
10.1002/14651858.CD001321.pub5.,23076891,19/10/2012,10.1002/14651858.CD001321.pub5
10.1002/14651858.CD000544.pub3.,23076890,19/10/2012,10.1002/14651858.CD000544.pub3
10.1002/14651858.CD000543.pub3.,23076889,19/10/2012,10.1002/14651858.CD000543.pub3
10.1002/14651858.CD000479.pub5.,23076888,19/10/2012,10.1002/14651858.CD000479.pub5
10.1002/14651858.CD000406.pub3.,23076887,19/10/2012,10.1002/14651858.CD000406.pub3
10.1002/14651858.CD000323.pub2.,23076886,19/10/2012,10.1002/14651858.CD000323.pub2
10.1002/14651858.CD000222.pub2.,23076885,19/10/2012,10.1002/14651858.CD000222.pub2
10.1002/14651858.CD000188.pub2.,23076884,19/10/2012,10.1002/14651858.CD000188.pub2
10.1002/14651858.CD000083.pub2.,23076883,19/10/2012,10.1002/14651858.CD000083.pub2
10.1002/14651858.CD000051.pub2.,23076882,19/10/2012,10.1002/14651858.CD000051.pub2
10.1002/14651858.CD010119.,22972150,14/09/2012,10.1002/14651858.CD010119
10.1002/14651858.CD010111.,22972149,14/09/2012,10.1002/14651858.CD010111
10.1002/14651858.CD010078.,22972148,14/09/2012,10.1002/14651858.CD010078
10.1002/14651858.CD009748.pub2.,22972147,14/09/2012,10.1002/14651858.CD009748.pub2
10.1002/14651858.CD009536.pub2.,22972146,14/09/2012,10.1002/14651858.CD009536.pub2
10.1002/14651858.CD009498.pub2.,22972145,14/09/2012,10.1002/14651858.CD009498.pub2
10.1002/14651858.CD009404.pub2.,22972144,14/09/2012,10.1002/14651858.CD009404.pub2
10.1002/14651858.CD009402.pub2.,22972143,14/09/2012,10.1002/14651858.CD009402.pub2
10.1002/14651858.CD009401.pub2.,22972142,14/09/2012,10.1002/14651858.CD009401.pub2
10.1002/14651858.CD009379.pub2.,22972141,14/09/2012,10.1002/14651858.CD009379.pub2
10.1002/14651858.CD009351.pub2.,22972140,14/09/2012,10.1002/14651858.CD009351.pub2
10.1002/14651858.CD009280.pub2.,22972139,14/09/2012,10.1002/14651858.CD009280.pub2
10.1002/14651858.CD009194.pub2.,22972138,14/09/2012,10.1002/14651858.CD009194.pub2
10.1002/14651858.CD009173.pub2.,22972137,14/09/2012,10.1002/14651858.CD009173.pub2
10.1002/14651858.CD009163.pub2.,22972136,14/09/2012,10.1002/14651858.CD009163.pub2
10.1002/14651858.CD009159.pub2.,22972135,14/09/2012,10.1002/14651858.CD009159.pub2
10.1002/14651858.CD009157.pub2.,22972134,14/09/2012,10.1002/14651858.CD009157.pub2
10.1002/14651858.CD009132.pub2.,22972133,14/09/2012,10.1002/14651858.CD009132.pub2
10.1002/14651858.CD009078.pub2.,22972132,14/09/2012,10.1002/14651858.CD009078.pub2
10.1002/14651858.CD009045.pub2.,22972131,14/09/2012,10.1002/14651858.CD009045.pub2
10.1002/14651858.CD009014.pub2.,22972130,14/09/2012,10.1002/14651858.CD009014.pub2
10.1002/14651858.CD008948.pub2.,22972129,14/09/2012,10.1002/14651858.CD008948.pub2
10.1002/14651858.CD008946.pub2.,22972128,14/09/2012,10.1002/14651858.CD008946.pub2
10.1002/14651858.CD008880.pub2.,22972127,14/09/2012,10.1002/14651858.CD008880.pub2
10.1002/14651858.CD008865.pub2.,22972126,14/09/2012,10.1002/14651858.CD008865.pub2
10.1002/14651858.CD008714.pub2.,22972125,14/09/2012,10.1002/14651858.CD008714.pub2
10.1002/14651858.CD008578.pub2.,22972124,14/09/2012,10.1002/14651858.CD008578.pub2
10.1002/14651858.CD008559.pub2.,22972123,14/09/2012,10.1002/14651858.CD008559.pub2
10.1002/14651858.CD008516.pub2.,22972122,14/09/2012,10.1002/14651858.CD008516.pub2
10.1002/14651858.CD008400.pub2.,22972121,14/09/2012,10.1002/14651858.CD008400.pub2
10.1002/14651858.CD008392.pub2.,22972120,14/09/2012,10.1002/14651858.CD008392.pub2
10.1002/14651858.CD008354.pub2.,22972119,14/09/2012,10.1002/14651858.CD008354.pub2
10.1002/14651858.CD008326.pub2.,22972118,14/09/2012,10.1002/14651858.CD008326.pub2
10.1002/14651858.CD008152.pub2.,22972117,14/09/2012,10.1002/14651858.CD008152.pub2
10.1002/14651858.CD007979.pub2.,22972116,14/09/2012,10.1002/14651858.CD007979.pub2
10.1002/14651858.CD007921.pub2.,22972115,14/09/2012,10.1002/14651858.CD007921.pub2
10.1002/14651858.CD007911.pub2.,22972114,14/09/2012,10.1002/14651858.CD007911.pub2
10.1002/14651858.CD007909.pub3.,22972113,14/09/2012,10.1002/14651858.CD007909.pub3
10.1002/14651858.CD007579.pub2.,22972112,14/09/2012,10.1002/14651858.CD007579.pub2
10.1002/14651858.CD007557.pub2.,22972111,14/09/2012,10.1002/14651858.CD007557.pub2
10.1002/14651858.CD007498.pub2.,22972110,14/09/2012,10.1002/14651858.CD007498.pub2
10.1002/14651858.CD007462.pub2.,22972109,14/09/2012,10.1002/14651858.CD007462.pub2
10.1002/14651858.CD007400.pub2.,22972108,14/09/2012,10.1002/14651858.CD007400.pub2
10.1002/14651858.CD007336.pub3.,22972107,14/09/2012,10.1002/14651858.CD007336.pub3
10.1002/14651858.CD007315.pub2.,22972106,14/09/2012,10.1002/14651858.CD007315.pub2
10.1002/14651858.CD007244.pub2.,22972105,14/09/2012,10.1002/14651858.CD007244.pub2
10.1002/14651858.CD007170.pub2.,22972104,14/09/2012,10.1002/14651858.CD007170.pub2
10.1002/14651858.CD007146.pub3.,22972103,14/09/2012,10.1002/14651858.CD007146.pub3
10.1002/14651858.CD007096.pub3.,22972102,14/09/2012,10.1002/14651858.CD007096.pub3
10.1002/14651858.CD006898.pub3.,22972101,14/09/2012,10.1002/14651858.CD006898.pub3
10.1002/14651858.CD006837.pub2.,22972100,14/09/2012,10.1002/14651858.CD006837.pub2
10.1002/14651858.CD006829.pub2.,22972099,14/09/2012,10.1002/14651858.CD006829.pub2
10.1002/14651858.CD006794.pub3.,22972098,14/09/2012,10.1002/14651858.CD006794.pub3
10.1002/14651858.CD006769.pub2.,22972097,14/09/2012,10.1002/14651858.CD006769.pub2
10.1002/14651858.CD006655.pub2.,22972096,14/09/2012,10.1002/14651858.CD006655.pub2
10.1002/14651858.CD006641.pub2.,22972095,14/09/2012,10.1002/14651858.CD006641.pub2
10.1002/14651858.CD006616.pub2.,22972094,14/09/2012,10.1002/14651858.CD006616.pub2
10.1002/14651858.CD006578.pub3.,22972093,14/09/2012,10.1002/14651858.CD006578.pub3
10.1002/14651858.CD006425.pub3.,22972092,14/09/2012,10.1002/14651858.CD006425.pub3
10.1002/14651858.CD006247.pub2.,22972091,14/09/2012,10.1002/14651858.CD006247.pub2
10.1002/14651858.CD006121.pub3.,22972090,14/09/2012,10.1002/14651858.CD006121.pub3
10.1002/14651858.CD006007.pub3.,22972089,14/09/2012,10.1002/14651858.CD006007.pub3
10.1002/14651858.CD005937.pub3.,22972088,14/09/2012,10.1002/14651858.CD005937.pub3
10.1002/14651858.CD005472.pub3.,22972087,14/09/2012,10.1002/14651858.CD005472.pub3
10.1002/14651858.CD005444.pub3.,22972086,14/09/2012,10.1002/14651858.CD005444.pub3
10.1002/14651858.CD005411.pub2.,22972085,14/09/2012,10.1002/14651858.CD005411.pub2
10.1002/14651858.CD005303.pub3.,22972084,14/09/2012,10.1002/14651858.CD005303.pub3
10.1002/14651858.CD005162.pub3.,22972083,14/09/2012,10.1002/14651858.CD005162.pub3
10.1002/14651858.CD005016.pub2.,22972082,14/09/2012,10.1002/14651858.CD005016.pub2
10.1002/14651858.CD005014.pub3.,22972081,14/09/2012,10.1002/14651858.CD005014.pub3
10.1002/14651858.CD004985.pub4.,22972080,14/09/2012,10.1002/14651858.CD004985.pub4
10.1002/14651858.CD004875.pub4.,22972079,14/09/2012,10.1002/14651858.CD004875.pub4
10.1002/14651858.CD004871.pub4.,22972078,14/09/2012,10.1002/14651858.CD004871.pub4
10.1002/14651858.CD004868.pub3.,22972077,14/09/2012,10.1002/14651858.CD004868.pub3
10.1002/14651858.CD004863.pub3.,22972076,14/09/2012,10.1002/14651858.CD004863.pub3
10.1002/14651858.CD004792.pub4.,22972075,14/09/2012,10.1002/14651858.CD004792.pub4
10.1002/14651858.CD004733.pub3.,22972074,14/09/2012,10.1002/14651858.CD004733.pub3
10.1002/14651858.CD004653.pub3.,22972073,14/09/2012,10.1002/14651858.CD004653.pub3
10.1002/14651858.CD004466.pub3.,22972072,14/09/2012,10.1002/14651858.CD004466.pub3
10.1002/14651858.CD004461.pub3.,22972071,14/09/2012,10.1002/14651858.CD004461.pub3
10.1002/14651858.CD004418.pub4.,22972070,14/09/2012,10.1002/14651858.CD004418.pub4
10.1002/14651858.CD004399.pub3.,22972069,14/09/2012,10.1002/14651858.CD004399.pub3
10.1002/14651858.CD004135.pub3.,22972068,14/09/2012,10.1002/14651858.CD004135.pub3
10.1002/14651858.CD004128.pub3.,22972067,14/09/2012,10.1002/14651858.CD004128.pub3
10.1002/14651858.CD003906.pub3.,22972066,14/09/2012,10.1002/14651858.CD003906.pub3
10.1002/14651858.CD003853.pub3.,22972065,14/09/2012,10.1002/14651858.CD003853.pub3
10.1002/14651858.CD003577.pub2.,22972064,14/09/2012,10.1002/14651858.CD003577.pub2
10.1002/14651858.CD003427.pub2.,22972063,14/09/2012,10.1002/14651858.CD003427.pub2
10.1002/14651858.CD003397.pub2.,22972062,14/09/2012,10.1002/14651858.CD003397.pub2
10.1002/14651858.CD003169.pub3.,22972061,14/09/2012,10.1002/14651858.CD003169.pub3
10.1002/14651858.CD002986.pub2.,22972060,14/09/2012,10.1002/14651858.CD002986.pub2
10.1002/14651858.CD002799.pub2.,22972059,14/09/2012,10.1002/14651858.CD002799.pub2
10.1002/14651858.CD002752.pub3.,22972058,14/09/2012,10.1002/14651858.CD002752.pub3
10.1002/14651858.CD002151.pub2.,22972057,14/09/2012,10.1002/14651858.CD002151.pub2
10.1002/14651858.CD001901.pub2.,22972056,14/09/2012,10.1002/14651858.CD001901.pub2
10.1002/14651858.CD001895.pub3.,22972055,14/09/2012,10.1002/14651858.CD001895.pub3
10.1002/14651858.CD001861.pub3.,22972054,14/09/2012,10.1002/14651858.CD001861.pub3
10.1002/14651858.CD001838.pub4.,22972053,14/09/2012,10.1002/14651858.CD001838.pub4
10.1002/14651858.CD001781.pub3.,22972052,14/09/2012,10.1002/14651858.CD001781.pub3
10.1002/14651858.CD001342.pub3.,22972051,14/09/2012,10.1002/14651858.CD001342.pub3
10.1002/14651858.CD001224.pub4.,22972050,14/09/2012,10.1002/14651858.CD001224.pub4
10.1002/14651858.CD001211.pub3.,22972049,14/09/2012,10.1002/14651858.CD001211.pub3
10.1002/14651858.CD000995.pub2.,22972048,14/09/2012,10.1002/14651858.CD000995.pub2
10.1002/14651858.CD000515.pub4.,22972047,14/09/2012,10.1002/14651858.CD000515.pub4
10.1002/14651858.CD000478.pub3.,22972046,14/09/2012,10.1002/14651858.CD000478.pub3
10.1002/14651858.CD000443.pub3.,22972045,14/09/2012,10.1002/14651858.CD000443.pub3
10.1002/14651858.CD000419.pub3.,22972044,14/09/2012,10.1002/14651858.CD000419.pub3
10.1002/14651858.CD000352.pub2.,22972043,14/09/2012,10.1002/14651858.CD000352.pub2
10.1002/14651858.CD000251.pub2.,22972042,14/09/2012,10.1002/14651858.CD000251.pub2
10.1002/14651858.CD000191.pub2.,22972041,14/09/2012,10.1002/14651858.CD000191.pub2
10.1002/14651858.CD000176.pub2.,22972040,14/09/2012,10.1002/14651858.CD000176.pub2
10.1002/14651858.CD000133.pub3.,22972039,14/09/2012,10.1002/14651858.CD000133.pub3
10.1002/14651858.CD000032.pub2.,22972038,14/09/2012,10.1002/14651858.CD000032.pub2
10.1002/14651858.CD009849.pub2.,22895991,17/08/2012,10.1002/14651858.CD009849.pub2
10.1002/14651858.CD009660.pub2.,22895990,17/08/2012,10.1002/14651858.CD009660.pub2
10.1002/14651858.CD009350.pub2.,22895989,17/08/2012,10.1002/14651858.CD009350.pub2
10.1002/14651858.CD009325.pub2.,22895988,17/08/2012,10.1002/14651858.CD009325.pub2
10.1002/14651858.CD009251.pub2.,22895987,17/08/2012,10.1002/14651858.CD009251.pub2
10.1002/14651858.CD009243.pub2.,22895986,17/08/2012,10.1002/14651858.CD009243.pub2
10.1002/14651858.CD009202.pub2.,22895985,17/08/2012,10.1002/14651858.CD009202.pub2
10.1002/14651858.CD009147.pub2.,22895984,17/08/2012,10.1002/14651858.CD009147.pub2
10.1002/14651858.CD009133.pub2.,22895983,17/08/2012,10.1002/14651858.CD009133.pub2
10.1002/14651858.CD009063.pub2.,22895982,17/08/2012,10.1002/14651858.CD009063.pub2
10.1002/14651858.CD008997.pub2.,22895981,17/08/2012,10.1002/14651858.CD008997.pub2
10.1002/14651858.CD008935.pub2.,22895980,17/08/2012,10.1002/14651858.CD008935.pub2
10.1002/14651858.CD008893.pub2.,22895979,17/08/2012,10.1002/14651858.CD008893.pub2
10.1002/14651858.CD008678.pub2.,22895978,17/08/2012,10.1002/14651858.CD008678.pub2
10.1002/14651858.CD008570.pub2.,22895977,17/08/2012,10.1002/14651858.CD008570.pub2
10.1002/14651858.CD008540.pub3.,22895976,17/08/2012,10.1002/14651858.CD008540.pub3
10.1002/14651858.CD008470.pub2.,22895975,17/08/2012,10.1002/14651858.CD008470.pub2
10.1002/14651858.CD008465.pub2.,22895974,17/08/2012,10.1002/14651858.CD008465.pub2
10.1002/14651858.CD008116.pub2.,22895973,17/08/2012,10.1002/14651858.CD008116.pub2
10.1002/14651858.CD008017.pub3.,22895972,17/08/2012,10.1002/14651858.CD008017.pub3
10.1002/14651858.CD007981.pub2.,22895971,17/08/2012,10.1002/14651858.CD007981.pub2
10.1002/14651858.CD007980.pub2.,22895970,17/08/2012,10.1002/14651858.CD007980.pub2
10.1002/14651858.CD007933.pub2.,22895969,17/08/2012,10.1002/14651858.CD007933.pub2
10.1002/14651858.CD007845.pub3.,22895968,17/08/2012,10.1002/14651858.CD007845.pub3
10.1002/14651858.CD007837.pub2.,22895967,17/08/2012,10.1002/14651858.CD007837.pub2
10.1002/14651858.CD007814.pub2.,22895966,17/08/2012,10.1002/14651858.CD007814.pub2
10.1002/14651858.CD007687.pub2.,22895965,17/08/2012,10.1002/14651858.CD007687.pub2
10.1002/14651858.CD007675.pub2.,22895964,17/08/2012,10.1002/14651858.CD007675.pub2
10.1002/14651858.CD007653.pub2.,22895963,17/08/2012,10.1002/14651858.CD007653.pub2
10.1002/14651858.CD007605.pub2.,22895962,17/08/2012,10.1002/14651858.CD007605.pub2
10.1002/14651858.CD007566.pub2.,22895961,17/08/2012,10.1002/14651858.CD007566.pub2
10.1002/14651858.CD007448.pub2.,22895960,17/08/2012,10.1002/14651858.CD007448.pub2
10.1002/14651858.CD007426.pub2.,22895959,17/08/2012,10.1002/14651858.CD007426.pub2
10.1002/14651858.CD007072.pub2.,22895958,17/08/2012,10.1002/14651858.CD007072.pub2
10.1002/14651858.CD006987.pub2.,22895957,17/08/2012,10.1002/14651858.CD006987.pub2
10.1002/14651858.CD006857.pub2.,22895956,17/08/2012,10.1002/14651858.CD006857.pub2
10.1002/14651858.CD006751.pub3.,22895955,17/08/2012,10.1002/14651858.CD006751.pub3
10.1002/14651858.CD006742.pub2.,22895954,17/08/2012,10.1002/14651858.CD006742.pub2
10.1002/14651858.CD006636.pub3.,22895953,17/08/2012,10.1002/14651858.CD006636.pub3
10.1002/14651858.CD005652.pub2.,22895952,17/08/2012,10.1002/14651858.CD005652.pub2
10.1002/14651858.CD005609.pub2.,22895951,17/08/2012,10.1002/14651858.CD005609.pub2
10.1002/14651858.CD005461.pub3.,22895950,17/08/2012,10.1002/14651858.CD005461.pub3
10.1002/14651858.CD005460.pub3.,22895949,17/08/2012,10.1002/14651858.CD005460.pub3
10.1002/14651858.CD005426.pub3.,22895948,17/08/2012,10.1002/14651858.CD005426.pub3
10.1002/14651858.CD005343.pub3.,22895947,17/08/2012,10.1002/14651858.CD005343.pub3
10.1002/14651858.CD005300.pub3.,22895946,17/08/2012,10.1002/14651858.CD005300.pub3
10.1002/14651858.CD004879.pub4.,22895945,17/08/2012,10.1002/14651858.CD004879.pub4
10.1002/14651858.CD004872.pub3.,22895944,17/08/2012,10.1002/14651858.CD004872.pub3
10.1002/14651858.CD004643.pub3.,22895943,17/08/2012,10.1002/14651858.CD004643.pub3
10.1002/14651858.CD004544.pub2.,22895942,17/08/2012,10.1002/14651858.CD004544.pub2
10.1002/14651858.CD004322.pub3.,22895941,17/08/2012,10.1002/14651858.CD004322.pub3
10.1002/14651858.CD004250.pub4.,22895940,17/08/2012,10.1002/14651858.CD004250.pub4
10.1002/14651858.CD004201.pub3.,22895939,17/08/2012,10.1002/14651858.CD004201.pub3
10.1002/14651858.CD003915.pub4.,22895938,17/08/2012,10.1002/14651858.CD003915.pub4
10.1002/14651858.CD003825.pub3.,22895937,17/08/2012,10.1002/14651858.CD003825.pub3
10.1002/14651858.CD003658.pub3.,22895936,17/08/2012,10.1002/14651858.CD003658.pub3
10.1002/14651858.CD003643.pub4.,22895935,17/08/2012,10.1002/14651858.CD003643.pub4
10.1002/14651858.CD003517.pub2.,22895934,17/08/2012,10.1002/14651858.CD003517.pub2
10.1002/14651858.CD003248.pub3.,22895933,17/08/2012,10.1002/14651858.CD003248.pub3
10.1002/14651858.CD002817.pub3.,22895932,17/08/2012,10.1002/14651858.CD002817.pub3
10.1002/14651858.CD002814.pub2.,22895931,17/08/2012,10.1002/14651858.CD002814.pub2
10.1002/14651858.CD002812.pub2.,22895930,17/08/2012,10.1002/14651858.CD002812.pub2
10.1002/14651858.CD002303.pub2.,22895929,17/08/2012,10.1002/14651858.CD002303.pub2
10.1002/14651858.CD002219.pub2.,22895928,17/08/2012,10.1002/14651858.CD002219.pub2
10.1002/14651858.CD002086.pub2.,22895927,17/08/2012,10.1002/14651858.CD002086.pub2
10.1002/14651858.CD002071.pub3.,22895926,17/08/2012,10.1002/14651858.CD002071.pub3
10.1002/14651858.CD002062.pub2.,22895925,17/08/2012,10.1002/14651858.CD002062.pub2
10.1002/14651858.CD002003.pub3.,22895924,17/08/2012,10.1002/14651858.CD002003.pub3
10.1002/14651858.CD001863.pub3.,22895923,17/08/2012,10.1002/14651858.CD001863.pub3
10.1002/14651858.CD001831.pub4.,22895922,17/08/2012,10.1002/14651858.CD001831.pub4
10.1002/14651858.CD001446.pub4.,22895921,17/08/2012,10.1002/14651858.CD001446.pub4
10.1002/14651858.CD001324.pub4.,22895920,17/08/2012,10.1002/14651858.CD001324.pub4
10.1002/14651858.CD001287.pub4.,22895919,17/08/2012,10.1002/14651858.CD001287.pub4
10.1002/14651858.CD001273.pub2.,22895918,17/08/2012,10.1002/14651858.CD001273.pub2
10.1002/14651858.CD000494.pub4.,22895917,17/08/2012,10.1002/14651858.CD000494.pub4
10.1002/14651858.CD000402.pub4.,22895916,17/08/2012,10.1002/14651858.CD000402.pub4
10.1002/14651858.CD000108.pub2.,22895915,17/08/2012,10.1002/14651858.CD000108.pub2
10.1002/14651858.CD000012.pub4.,22895914,17/08/2012,10.1002/14651858.CD000012.pub4
10.1002/14651858.CD010003.,22786532,13/07/2012,10.1002/14651858.CD010003
10.1002/14651858.CD009997.,22786531,13/07/2012,10.1002/14651858.CD009997
10.1002/14651858.CD009888.pub2.,22786530,13/07/2012,10.1002/14651858.CD009888.pub2
10.1002/14651858.CD009517.pub2.,22786529,13/07/2012,10.1002/14651858.CD009517.pub2
10.1002/14651858.CD009496.pub2.,22786528,13/07/2012,10.1002/14651858.CD009496.pub2
10.1002/14651858.CD009425.pub2.,22786527,13/07/2012,10.1002/14651858.CD009425.pub2
10.1002/14651858.CD009339.pub2.,22786526,13/07/2012,10.1002/14651858.CD009339.pub2
10.1002/14651858.CD009285.pub2.,22786525,13/07/2012,10.1002/14651858.CD009285.pub2
10.1002/14651858.CD009223.pub2.,22786524,13/07/2012,10.1002/14651858.CD009223.pub2
10.1002/14651858.CD009118.pub2.,22786523,13/07/2012,10.1002/14651858.CD009118.pub2
10.1002/14651858.CD009051.pub2.,22786522,13/07/2012,10.1002/14651858.CD009051.pub2
10.1002/14651858.CD009021.pub2.,22786521,13/07/2012,10.1002/14651858.CD009021.pub2
10.1002/14651858.CD008968.pub2.,22786520,13/07/2012,10.1002/14651858.CD008968.pub2
10.1002/14651858.CD008950.pub2.,22786519,13/07/2012,10.1002/14651858.CD008950.pub2
10.1002/14651858.CD008943.pub2.,22786518,13/07/2012,10.1002/14651858.CD008943.pub2
10.1002/14651858.CD008941.pub2.,22786517,13/07/2012,10.1002/14651858.CD008941.pub2
10.1002/14651858.CD008926.pub2.,22786516,13/07/2012,10.1002/14651858.CD008926.pub2
10.1002/14651858.CD008511.pub2.,22786515,13/07/2012,10.1002/14651858.CD008511.pub2
10.1002/14651858.CD008343.pub2.,22786514,13/07/2012,10.1002/14651858.CD008343.pub2
10.1002/14651858.CD008136.pub2.,22786513,13/07/2012,10.1002/14651858.CD008136.pub2
10.1002/14651858.CD008084.pub3.,22786512,13/07/2012,10.1002/14651858.CD008084.pub3
10.1002/14651858.CD008034.pub2.,22786511,13/07/2012,10.1002/14651858.CD008034.pub2
10.1002/14651858.CD008000.pub2.,22786510,13/07/2012,10.1002/14651858.CD008000.pub2
10.1002/14651858.CD007986.pub2.,22786509,13/07/2012,10.1002/14651858.CD007986.pub2
10.1002/14651858.CD007672.pub2.,22786508,13/07/2012,10.1002/14651858.CD007672.pub2
10.1002/14651858.CD007458.pub2.,22786507,13/07/2012,10.1002/14651858.CD007458.pub2
10.1002/14651858.CD007202.pub3.,22786506,13/07/2012,10.1002/14651858.CD007202.pub3
10.1002/14651858.CD007189.pub3.,22786505,13/07/2012,10.1002/14651858.CD007189.pub3
10.1002/14651858.CD007139.pub2.,22786504,13/07/2012,10.1002/14651858.CD007139.pub2
10.1002/14651858.CD007114.pub2.,22786503,13/07/2012,10.1002/14651858.CD007114.pub2
10.1002/14651858.CD007102.pub3.,22786502,13/07/2012,10.1002/14651858.CD007102.pub3
10.1002/14651858.CD006974.pub3.,22786501,13/07/2012,10.1002/14651858.CD006974.pub3
10.1002/14651858.CD006839.pub3.,22786500,13/07/2012,10.1002/14651858.CD006839.pub3
10.1002/14651858.CD006817.pub3.,22786499,13/07/2012,10.1002/14651858.CD006817.pub3
10.1002/14651858.CD006687.pub3.,22786498,13/07/2012,10.1002/14651858.CD006687.pub3
10.1002/14651858.CD006534.pub2.,22786497,13/07/2012,10.1002/14651858.CD006534.pub2
10.1002/14651858.CD005947.pub3.,22786496,13/07/2012,10.1002/14651858.CD005947.pub3
10.1002/14651858.CD005254.pub3.,22786495,13/07/2012,10.1002/14651858.CD005254.pub3
10.1002/14651858.CD005059.pub3.,22786494,13/07/2012,10.1002/14651858.CD005059.pub3
10.1002/14651858.CD004903.pub3.,22786493,13/07/2012,10.1002/14651858.CD004903.pub3
10.1002/14651858.CD004772.pub3.,22786492,13/07/2012,10.1002/14651858.CD004772.pub3
10.1002/14651858.CD004496.pub3.,22786491,13/07/2012,10.1002/14651858.CD004496.pub3
10.1002/14651858.CD004425.pub6.,22786490,13/07/2012,10.1002/14651858.CD004425.pub6
10.1002/14651858.CD004366.pub5.,22786489,13/07/2012,10.1002/14651858.CD004366.pub5
10.1002/14651858.CD004143.pub4.,22786488,13/07/2012,10.1002/14651858.CD004143.pub4
10.1002/14651858.CD003733.pub2.,22786487,13/07/2012,10.1002/14651858.CD003733.pub2
10.1002/14651858.CD003645.pub3.,22786486,13/07/2012,10.1002/14651858.CD003645.pub3
10.1002/14651858.CD003426.pub4.,22786485,13/07/2012,10.1002/14651858.CD003426.pub4
10.1002/14651858.CD002991.pub3.,22786484,13/07/2012,10.1002/14651858.CD002991.pub3
10.1002/14651858.CD002928.pub3.,22786483,13/07/2012,10.1002/14651858.CD002928.pub3
10.1002/14651858.CD002817.pub2.,22786482,13/07/2012,10.1002/14651858.CD002817.pub2
10.1002/14651858.CD002767.pub2.,22786481,13/07/2012,10.1002/14651858.CD002767.pub2
10.1002/14651858.CD002118.pub4.,22786480,13/07/2012,10.1002/14651858.CD002118.pub4
10.1002/14651858.CD002111.pub3.,22786479,13/07/2012,10.1002/14651858.CD002111.pub3
10.1002/14651858.CD002070.pub2.,22786478,13/07/2012,10.1002/14651858.CD002070.pub2
10.1002/14651858.CD002066.pub2.,22786477,13/07/2012,10.1002/14651858.CD002066.pub2
10.1002/14651858.CD002063.pub5.,22786476,13/07/2012,10.1002/14651858.CD002063.pub5
10.1002/14651858.CD001798.pub2.,22786475,13/07/2012,10.1002/14651858.CD001798.pub2
10.1002/14651858.CD001319.pub5.,22786474,13/07/2012,10.1002/14651858.CD001319.pub5
10.1002/14651858.CD000371.pub4.,22786473,13/07/2012,10.1002/14651858.CD000371.pub4
10.1002/14651858.CD000230.pub4.,22786472,13/07/2012,10.1002/14651858.CD000230.pub4
10.1002/14651858.CD009925.,22696388,15/06/2012,10.1002/14651858.CD009925
10.1002/14651858.CD009899.,22696387,15/06/2012,10.1002/14651858.CD009899
10.1002/14651858.CD009577.pub2.,22696386,15/06/2012,10.1002/14651858.CD009577.pub2
10.1002/14651858.CD009353.pub2.,22696385,15/06/2012,10.1002/14651858.CD009353.pub2
10.1002/14651858.CD009324.pub2.,22696384,15/06/2012,10.1002/14651858.CD009324.pub2
10.1002/14651858.CD009270.pub2.,22696383,15/06/2012,10.1002/14651858.CD009270.pub2
10.1002/14651858.CD009204.pub2.,22696382,15/06/2012,10.1002/14651858.CD009204.pub2
10.1002/14651858.CD009062.pub2.,22696381,15/06/2012,10.1002/14651858.CD009062.pub2
10.1002/14651858.CD008882.pub2.,22696380,15/06/2012,10.1002/14651858.CD008882.pub2
10.1002/14651858.CD008370.pub2.,22696379,15/06/2012,10.1002/14651858.CD008370.pub2
10.1002/14651858.CD008348.pub2.,22696378,15/06/2012,10.1002/14651858.CD008348.pub2
10.1002/14651858.CD008296.pub2.,22696377,15/06/2012,10.1002/14651858.CD008296.pub2
10.1002/14651858.CD008238.pub3.,22696376,15/06/2012,10.1002/14651858.CD008238.pub3
10.1002/14651858.CD008237.pub2.,22696375,15/06/2012,10.1002/14651858.CD008237.pub2
10.1002/14651858.CD008166.pub2.,22696374,15/06/2012,10.1002/14651858.CD008166.pub2
10.1002/14651858.CD007961.pub2.,22696373,15/06/2012,10.1002/14651858.CD007961.pub2
10.1002/14651858.CD007731.pub2.,22696372,15/06/2012,10.1002/14651858.CD007731.pub2
10.1002/14651858.CD007543.pub2.,22696371,15/06/2012,10.1002/14651858.CD007543.pub2
10.1002/14651858.CD007464.pub2.,22696370,15/06/2012,10.1002/14651858.CD007464.pub2
10.1002/14651858.CD007456.pub2.,22696369,15/06/2012,10.1002/14651858.CD007456.pub2
10.1002/14651858.CD007274.pub2.,22696368,15/06/2012,10.1002/14651858.CD007274.pub2
10.1002/14651858.CD007270.pub2.,22696367,15/06/2012,10.1002/14651858.CD007270.pub2
10.1002/14651858.CD007113.pub3.,22696366,15/06/2012,10.1002/14651858.CD007113.pub3
10.1002/14651858.CD007112.pub3.,22696365,15/06/2012,10.1002/14651858.CD007112.pub3
10.1002/14651858.CD007016.pub2.,22696364,15/06/2012,10.1002/14651858.CD007016.pub2
10.1002/14651858.CD006967.pub2.,22696363,15/06/2012,10.1002/14651858.CD006967.pub2
